;text
1923;"NEW YORK - The curse is dead. Last night #39;s 3-0 win by the Boston Red Sox ended 85 years of World Series futility. Fans celebrated into the early morning, as they no longer have to endure chants of  quot;1918 quot; (the year of their last World Series win)."
1924;"  Australia is facing a federal election on October 9th with the two main parties having little to separate them in domestic and economic policy. Where the Liberal and Labor parties differ greatly is in foreign policy. The Liberal Party adheres to the ""Great and Powerful Friends"" doctrine while the Labor Party pursues the doctrine of ""Asian Engagement"".        Since the September 11th attacks on the United States, terrorism has been thrust to the fore as the dominant security issue facing western nations. Australia has not had a terrorist attack on its shores; but two attacks in Bali and Jakarta have occurred in Indonesia that can be construed as terrorist attacks against Australia. Consequently terrorism for Australia is a foreign policy issue. On this basis the competing foreign policies of the Liberal Party and Labor Party can be compared.  "
1925;"washingtonpost.com - When  #36;100 buys a pocket-sized gadget that can store decades' worth of appointments and addresses -- and  #36;200 gets you one that also serves as a digital photo album and MP3 player -- why would anybody want to spend  #36;400 or  #36;500 on a new Palm or Pocket PC handheld?"
1926;NEW YORK - Police and federal agents found remains of two people believed to be former Mafia captains after expanding excavation work at a Queens lot reportedly used by a New York crime family, authorities said.    Searchers had recovered bones and other tissue in a shoe, ribs, a partial jaw and teeth and two personal items that led investigators to believe they had the remains of Bonanno crime family captains Philip Giaccone and Dominick Trinchera, law enforcement officials familiar with the dig said Tuesday on condition of anonymity...
1927;"Let's get one thing straight about Mark Martin: The 45-year-old NASCAR driver is no dark horse in the Chase for the Nextel Cup.  quot;You guys can call him a dark horse, but I don't, quot; said Jeff Gordon, who will be a 5-point leader over Hendrick Motorsports teammate Jimmie Johnson when NASCAR's inaugural 10-race playoff format is unveiled today in the ..."
1928;ATHENS, Greece - The kid couldn't catch the Thorpedo - and he won't be catching Mark Spitz, either. Michael Phelps' quest for seven gold medals ended after just three events, doomed by another bronze Monday night in the most anticipated race at the Olympic pool - the head-to-head showdown with Australia's Ian Thorpe in the 200-meter freestyle...
1929;"\\Found this  via BoingBoing this morning:\\""The new Treo 650 is out today -- and as a long-time fan of the Treo, I've been\looking forward to it. I've asked in the past for ""one with everything"" -- a\phone with all the features I could want in one device, without\compromises. It looks like PalmOne delivered, with a 320x320 screen, removable\battery, upgraded OS, a better camera, and Bluetooth.""\\""Oops -- not quite! TreoCentral is reporting that the Sprint version of the\Treo 650 doesn't allow you to use Bluetooth for dial-up networking through\your computer. Apparently other carriers will, but not Sprint.""\\""You see, Sprint sells connection cards, which are PCCards that allow you to\dial up y ...\\"
1930;"AP - Brian Cashman's job is safe  #151; at least for now. The rest of the New York Yankees have plenty to worry about this winter. Soon after the Yankees completed a historic collapse against Boston in the AL playoffs, volatile owner George Steinbrenner told Cashman, the team's general manager, that he will not be fired before next season."
1931;"A German court is set to hear oral arguments in a trademark suit against Google Inc. next week, as the search giant faces yet another legal challenge to its AdWords keyword advertising program.&lt;p&gt;ADVERTISEMENT&lt;/p&gt;&lt;p&gt;&lt;img src=""http://ad.doubleclick.net/ad/idg.us.ifw.general/ibmpseries;sz=1x1;ord=200301151450?"" width=""1"" height=""1"" border=""0""/&gt;&lt;a href=""http://ad.doubleclick.net/clk;9824455;9690404;u?http://ad.doubleclick.net/clk;9473681;9688522;d?http://www.ibm.com/servers/eserver/pseries/campaigns/boardroom/index.html?ca=pSeries met=boardroom me=E P_Creative=P_InfoW_RSS""&gt;Introducing IBM eServer p5 systems.&lt;/a&gt;&lt;br/&gt;Powered by IBMs most advanced 64-bit microprocessor (POWER5(tm)), p5 systems can run UNIX and Linux simultaneously. Learn more about eServer p5 systems.&lt;/p&gt;"
1932;BURLINGTON, Vt. -- A sensation of spectacular spaciousness greets you as you stand at the edge of Lake Champlain, your vision of life at that moment dominated by the Green Mountains on one horizon and the Adirondacks on the other. But if you meander up College Street, cross over a bustling Church Street with its shops and restaurants, stroll past ...
1933;WASHINGTON - Going against conventional wisdom, the Federal Reserve is raising interest rates in an election year. And it is Fed Chairman Alan Greenspan, a Republican, who is leading the charge even though an incumbent Republican in the White House is facing voter unrest about the state of the economy...
1934;USATODAY.com - Stick a tape in the VCR and save it for posterity. Clip the newspapers. Buy the frame for the ticket stub. Baseball history beckons. Boston Red Sox vs. New York Yankees. The American League Championship Series that opens Tuesday night in Yankee Stadium pits teams that have been bickering for 100 years.
1935;On Monday, reporters were speculating about whether Bruins captain Joe Thornton would be odd man out for Team Canada in last night's World Cup matchup against Team USA at the Bell Centre because of the amount of talent on the roster. But Thornton knew something they didn't. During an on-ice meeting with coach Pat Quinn during practice that ...
1936;"By TED BRIDIS    WASHINGTON (AP) -- The House on Thursday passed the second bill in three days that would outlaw ""spyware,"" irritating software that quietly monitors the activities of Internet users.    It would add penalties of up to five years in prison for people convicted of installing such programs without a computer user's permission..."
1937;Flash back to draft day, when Eli Manning held aloft a San Diego Chargers jersey with all the excitement of a child unwrapping a pair of socks on Christmas Day. Soon after, the Giants tabbed Philip Rivers and shipped him out west in exchange for the No. 1 pick, and both teams were satisfied.
1938;Yesterday, Olympic gold medal cyclist Tyler Hamilton of Marblehead said he will clear his name at a January hearing in Colorado, and asked critics and supporters for patience over his positive test for blood doping last month. Hamilton faces a potential two-year ban from cycling after tests taken at the Spanish Vuelta race indicated he had received a blood transfusion ...
